Date,Open,High,Low,Close,Adj Close,Volume,S_3,S_15,S_60,Corr,Std_U,Std_D,OD,OL,Max_U,Max_D,P_H,P_L,Signal,Ret,Ret1
2018-12-31,120.9800033569336,121.26000213623047,120.83000183105469,121.25,121.25,8449400,,,,,0.279998779296875,0.15000152587890625,,,0.0,0.0,120.9800033569336,120.9800033569336,0,,
2019-01-02,121.3499984741211,121.75,120.87999725341797,121.33000183105469,121.33000183105469,12776200,,,,,0.40000152587890625,0.470001220703125,0.3699951171875,0.09999847412109375,0.0,0.0,121.3499984741211,121.3499984741211,0,0.0006598089159149485,0.0
2019-01-03,121.77999877929688,122.45999908447266,121.7300033569336,122.43000030517578,122.43000030517578,15440800,,,,,0.6800003051757812,0.04999542236328125,0.43000030517578125,0.4499969482421875,0.0,0.0,121.77999877929688,121.77999877929688,0,0.009066170423806478,0.0
2019-01-04,121.31999969482422,121.5999984741211,120.69000244140625,121.44000244140625,121.44000244140625,13334000,121.67000071207683,,,,0.279998779296875,0.6299972534179688,-0.45999908447265625,-1.1100006103515625,0.0,0.0,121.31999969482422,121.31999969482422,0,-0.008086235900529346,-0.0
2019-01-07,122.16000366210938,122.22000122070312,121.56999969482422,121.86000061035156,121.86000061035156,7473600,121.73333485921223,,,,0.05999755859375,0.5900039672851562,0.8400039672851562,0.720001220703125,0.0,0.0,122.16000366210938,122.16000366210938,0,0.00345848287633194,0.0
2019-01-08,121.1500015258789,121.70999908447266,121.05999755859375,121.52999877929688,121.52999877929688,7643100,121.91000111897786,,,,0.55999755859375,0.09000396728515625,-1.0100021362304688,-0.7099990844726562,0.0,0.0,121.1500015258789,121.1500015258789,0,-0.0027080406154753873,-0.0
2019-01-09,121.44999694824219,122.33999633789062,121.44000244140625,122.30999755859375,122.30999755859375,10555900,121.61000061035156,,,,0.8899993896484375,0.0099945068359375,0.29999542236328125,-0.0800018310546875,0.0,0.0,121.44999694824219,121.44999694824219,0,0.006418158373500707,0.0
2019-01-10,121.9800033569336,122.18000030517578,121.56999969482422,121.58999633789062,121.58999633789062,6672000,121.89999898274739,,,,0.1999969482421875,0.410003662109375,0.5300064086914062,-0.32999420166015625,0.0,0.0,121.9800033569336,121.9800033569336,0,-0.005886691481276514,-0.0
2019-01-11,121.73999786376953,122.05000305175781,121.66000366210938,121.80000305175781,121.80000305175781,8622400,121.80999755859375,,,,0.31000518798828125,0.07999420166015625,-0.2400054931640625,0.15000152587890625,0.0,0.0,121.73999786376953,121.73999786376953,0,0.0017271709860373103,0.0
2019-01-14,122.1500015258789,122.23999786376953,121.87000274658203,122.08999633789062,122.08999633789062,6477100,121.89999898274739,,,,0.089996337890625,0.279998779296875,0.410003662109375,0.34999847412109375,0.0,0.0,122.1500015258789,122.1500015258789,0,0.002380897199235557,0.0
2019-01-15,122.27999877929688,122.37999725341797,121.62000274658203,121.87999725341797,121.87999725341797,7512500,121.82666524251302,,,,0.09999847412109375,0.6599960327148438,0.12999725341796875,0.19000244140625,0.0,0.0,122.27999877929688,122.27999877929688,0,-0.0017200351443329763,-0.0
2019-01-16,122.04000091552734,122.44000244140625,122.0199966430664,122.2699966430664,122.2699966430664,6878100,121.92333221435547,,,,0.40000152587890625,0.0200042724609375,-0.23999786376953125,0.160003662109375,0.0,0.0,122.04000091552734,122.04000091552734,0,0.003199863787636412,0.0
2019-01-17,122.02999877929688,122.26000213623047,121.80999755859375,122.11000061035156,122.11000061035156,8558500,122.07999674479167,,,,0.23000335693359375,0.220001220703125,-0.01000213623046875,-0.23999786376953125,0.0,0.0,122.02999877929688,122.02999877929688,0,-0.0013085469625218698,-0.0
2019-01-18,121.2300033569336,121.5199966430664,121.0199966430664,121.0199966430664,121.0199966430664,10896000,122.08666483561198,,,0.10328148546861005,0.2899932861328125,0.2100067138671875,-0.7999954223632812,-0.8799972534179688,0.0,0.0,121.2300033569336,121.2300033569336,0,-0.008926410300850935,-0.0
2019-01-22,121.18000030517578,121.5,120.9000015258789,121.44999694824219,121.44999694824219,7896500,121.7999979654948,,,-0.46199480107635843,0.31999969482421875,0.279998779296875,-0.0500030517578125,0.160003662109375,0.0,0.0,121.18000030517578,121.18000030517578,0,0.003553134334022618,0.0
2019-01-23,120.95999908447266,121.54000091552734,120.86000061035156,121.27999877929688,121.27999877929688,5224900,121.52666473388672,121.75733235677083,,-0.38958824116010404,0.5800018310546875,0.09999847412109375,-0.220001220703125,-0.48999786376953125,0.0,0.0,120.95999908447266,120.95999908447266,0,-0.0013997379433262553,-0.0
2019-01-24,121.16000366210938,121.36000061035156,120.91999816894531,121.08999633789062,121.08999633789062,5662500,121.24999745686848,121.75933227539062,,-0.02031154421996626,0.1999969482421875,0.2400054931640625,0.20000457763671875,-0.1199951171875,0.0,0.0,121.16000366210938,121.16000366210938,0,-0.001566642837389972,-0.0
2019-01-25,122.0199966430664,122.91000366210938,122.0199966430664,122.86000061035156,122.86000061035156,11103300,121.27333068847656,121.74333190917969,,0.4773269593590917,0.8900070190429688,0.0,0.8599929809570312,0.9300003051757812,0.0,0.0,122.0199966430664,122.0199966430664,0,0.01461726258147619,0.0
2019-01-28,122.75,123.29000091552734,122.72000122070312,123.29000091552734,123.29000091552734,8522200,121.74333190917969,121.77199859619141,,-0.05166353837926098,0.5400009155273438,0.029998779296875,0.7300033569335938,-0.1100006103515625,0.0,0.0,122.75,122.75,0,0.003499921073088059,0.0
2019-01-29,123.70999908447266,124.0,123.45999908447266,123.9800033569336,123.9800033569336,11610200,122.41333262125652,121.89533182779948,,-0.038823988191604326,0.29000091552734375,0.25,0.9599990844726562,0.4199981689453125,0.0,0.0,123.70999908447266,123.70999908447266,0,0.00559658071443286,0.0
2019-01-30,123.91000366210938,125.06999969482422,123.69999694824219,124.69000244140625,124.69000244140625,12104000,123.37666829427083,122.03666534423829,,0.3584620746393848,1.1599960327148438,0.2100067138671875,0.20000457763671875,-0.06999969482421875,0.0,0.0,123.91000366210938,123.91000366210938,0,0.005726722578225753,0.0
2019-01-31,125.18000030517578,125.2300033569336,124.62000274658203,124.75,124.75,10209500,123.98666890462239,122.24733225504558,,0.6751052745744534,0.0500030517578125,0.55999755859375,1.2699966430664062,0.48999786376953125,0.0,0.0,125.18000030517578,125.18000030517578,0,0.0004811737703024248,0.0
2019-02-01,124.88999938964844,125.05000305175781,124.37000274658203,124.5,124.5,12485500,124.47333526611328,122.40999908447266,,0.7662016986381734,0.160003662109375,0.5199966430664062,-0.29000091552734375,0.1399993896484375,0.0,0.0,124.88999938964844,124.88999938964844,0,-0.002004008016032064,-0.0
2019-02-04,123.98999786376953,124.29000091552734,123.81999969482422,123.95999908447266,123.95999908447266,6878900,124.64666748046875,122.60399932861328,,0.7840410822964484,0.3000030517578125,0.1699981689453125,-0.9000015258789062,-0.5100021362304688,0.0,0.0,123.98999786376953,123.98999786376953,0,-0.004337356751223645,-0.0
2019-02-05,124.29000091552734,124.41999816894531,124.05000305175781,124.27999877929688,124.27999877929688,6291100,124.40333302815755,122.7479990641276,,0.7892510971493824,0.12999725341796875,0.23999786376953125,0.3000030517578125,0.3300018310546875,0.0,0.0,124.29000091552734,124.29000091552734,0,0.0025814754532722663,0.0
2019-02-06,124.16000366210938,124.19000244140625,123.4000015258789,123.44000244140625,123.44000244140625,6595100,124.24666595458984,122.89399922688803,,0.7929891479567184,0.029998779296875,0.7600021362304688,-0.12999725341796875,-0.1199951171875,0.0,0.0,124.16000366210938,124.16000366210938,0,-0.006758902044908576,-0.0
2019-02-07,123.80000305175781,123.94999694824219,123.44000244140625,123.73999786376953,123.73999786376953,5935500,123.8933334350586,122.99799957275391,,0.7222825948221779,0.149993896484375,0.3600006103515625,-0.3600006103515625,0.3600006103515625,0.0,0.0,123.80000305175781,123.80000305175781,0,0.002430293392984023,0.0
2019-02-08,124.05000305175781,124.33000183105469,123.9800033569336,124.20999908447266,124.20999908447266,4235200,123.81999969482422,123.09599965413412,,0.6194010996993798,0.279998779296875,0.06999969482421875,0.25,0.31000518798828125,0.0,0.0,124.05000305175781,124.05000305175781,0,0.003798296660878956,0.0
2019-02-11,123.19000244140625,123.81999969482422,123.19000244140625,123.5999984741211,123.5999984741211,4821800,123.79666646321614,123.23599955240886,,0.3837494873083181,0.6299972534179688,0.0,-0.8600006103515625,-1.0199966430664062,0.0,0.0,123.19000244140625,123.19000244140625,0,-0.0049110427087010414,-0.0
2019-02-12,123.95999908447266,124.02999877929688,123.61000061035156,123.86000061035156,123.86000061035156,4271900,123.8499984741211,123.40799967447917,,-0.016418143357819895,0.06999969482421875,0.34999847412109375,0.7699966430664062,0.3600006103515625,0.0,0.0,123.95999908447266,123.95999908447266,0,0.002103577179937482,0.0
2019-02-13,123.83999633789062,124.55000305175781,123.30999755859375,123.37000274658203,123.37000274658203,7640500,123.88999938964844,123.56866658528646,,-0.13479126358476068,0.7100067138671875,0.529998779296875,-0.12000274658203125,-0.0200042724609375,0.0,0.0,123.83999633789062,123.83999633789062,0,-0.003956062177902006,-0.0
2019-02-14,123.83999633789062,124.19999694824219,123.52999877929688,124.05999755859375,124.05999755859375,6276500,123.61000061035156,123.70800018310547,,0.28369551065739024,0.3600006103515625,0.30999755859375,0.0,0.46999359130859375,0.0,0.0,123.83999633789062,123.83999633789062,0,0.0055928896542951165,0.0
2019-02-15,124.58999633789062,125.0,124.18000030517578,124.80000305175781,124.80000305175781,12190100,123.76333363850911,123.90600026448568,,0.330491363639794,0.410003662109375,0.40999603271484375,0.75,0.529998779296875,0.0,0.0,124.58999633789062,124.58999633789062,0,0.005964900110646517,0.0
2019-02-19,125.9800033569336,126.79000091552734,125.93000030517578,126.69999694824219,126.69999694824219,15614000,124.07666778564453,124.03533376057943,,-0.08441501672515046,0.80999755859375,0.0500030517578125,1.3900070190429688,1.1800003051757812,0.0,0.0,125.9800033569336,125.9800033569336,0,0.015224309695700874,0.0
2019-02-20,127.0,127.20999908447266,126.30999755859375,126.4800033569336,126.4800033569336,8889700,125.18666585286458,124.26266682942709,,0.12577949268186878,0.20999908447265625,0.69000244140625,1.0199966430664062,0.3000030517578125,0.0,0.0,127.0,127.0,0,-0.0017363346220005248,-0.0
